"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1829098,"October 18, 2020",Florida,"Saint Petersburg (Gulfport)","5632 25th Ave S",1,0,N/A
1827753,"October 18, 2020","New York",Brooklyn,"Fourth Ave and Pacific St",1,0,N/A
1827783,"October 17, 2020",Florida,"Lake Worth","S F St and 6th Ave S",1,0,N/A
1825036,"October 15, 2020",Illinois,Rockford,"800 block of N Court St",1,0,N/A
1825866,"October 15, 2020","South Carolina",York,"Perla Rd",1,0,N/A
1825466,"October 15, 2020",Illinois,Dolton,"14975 Lincoln Ave",2,0,N/A
1824881,"October 14, 2020",Virginia,Bedford,"2800 block of Wheats Valley Rd",1,0,N/A
1824813,"October 14, 2020",Tennessee,Memphis,"4305 Harvest Hill Rd",1,0,N/A
1824291,"October 14, 2020",Ohio,Republic,"5508 N TR 175",1,0,N/A
1822677,"October 12, 2020",Michigan,Detroit,"11000 block of Longview St",1,0,N/A
1823424,"October 12, 2020",Louisiana,Shreveport,"4200 block of Greenbriar Dr",1,0,N/A
1826295,"October 11, 2020",Louisiana,"Baton Rouge","10300 block of Airline Hwy",1,0,N/A
1825245,"October 11, 2020",Georgia,Kennesaw,"3700 block of Towne Crossing",1,0,N/A
1820165,"October 10, 2020",Louisiana,"Baton Rouge","5200 block of Jackson Ave",1,0,N/A
1819501,"October 10, 2020",California,Northridge,"17500 block of Strathern St",1,0,N/A
1820119,"October 9, 2020",California,Hemet,N/A,1,0,N/A
1819464,"October 9, 2020",Oregon,"Beaverton (Aloha)","7100 block of SW Millennium Ter",1,0,N/A
1816607,"October 7, 2020",Illinois,Harvey,"S Halsted St and E 147th St",1,0,N/A
1817371,"October 7, 2020",Illinois,Chicago,"1500 block of N Lorel Ave",1,0,N/A
1816975,"October 6, 2020",Texas,Laredo,"2000 block of US-83",1,0,N/A
1822962,"October 5, 2020",Georgia,Savannah,"E 39th St and Ash St",1,0,N/A
1813520,"October 2, 2020",Texas,"Corpus Christi","1900 block of Horne Rd",1,0,N/A
1811676,"October 1, 2020",Louisiana,Geismar,"36471 LA-74",1,0,N/A
1810626,"September 30, 2020","New York","Corona (Queens)","91-16 34th Ave",1,0,N/A
1811358,"September 30, 2020",Oklahoma,"Oklahoma City","1312 N Midwest Blvd",1,0,N/A
1806677,"September 27, 2020","North Carolina",Hickory,"98 3rd Ave SE",1,1,N/A
1807948,"September 27, 2020",Georgia,Dublin,"200 Riverview Park Dr",1,0,N/A
1808464,"September 26, 2020",Arizona,"Red Rock",N/A,1,0,N/A
1808927,"September 26, 2020",Indiana,"Lawrenceburg (Greendale)","515 E Eads Pkwy",1,0,N/A
1808002,"September 26, 2020","South Carolina",Newberry,"2300 block of Holloway St",1,0,N/A
1805319,"September 25, 2020",Arizona,Phoenix,"17030 N 49th St",1,0,N/A
1804725,"September 23, 2020","North Carolina",Lincolnton,"340 Highland Dr",1,0,N/A
1802901,"September 22, 2020",Illinois,Chicago,"101 N Western Ave",1,1,N/A
1802927,"September 21, 2020",Florida,"Mary Esther","1650 US-98",1,0,N/A
1801318,"September 20, 2020",Michigan,"Battle Creek","10 block of Arlington Dr",1,0,N/A
1800710,"September 19, 2020",Pennsylvania,"New Cumberland","200 block of Ross Ave",1,0,N/A
1802286,"September 19, 2020",Arizona,Tucson,"300 block of W Valencia Rd",1,0,N/A
1799548,"September 18, 2020",Ohio,Cincinnati,"1100 block of Hempstead Dr",1,0,N/A
1799465,"September 18, 2020",Louisiana,"Baton Rouge","849 North 7th St",1,0,N/A
1796958,"September 16, 2020",Texas,"San Antonio","4819 Pecan Valley Dr",1,1,N/A
1797170,"September 16, 2020","North Carolina",Fayetteville,"600 block of Mosswood Ln",1,0,N/A
1796458,"September 15, 2020",Tennessee,Clarksville,"25 Lincoln Dr",1,0,N/A
1794843,"September 14, 2020",Michigan,"Oak Park","1000 block of Saratoga St",1,0,N/A
1795792,"September 14, 2020",Ohio,Canton,"500 block of 19th St NW",1,0,N/A
1794861,"September 13, 2020",Michigan,"Algonac (Clay Township)","6300 block of Benoit Rd",1,1,N/A
1794400,"September 13, 2020","North Carolina",Thomasville,"Buie Bodenheimer Rd and Noahtown Rd",1,0,N/A
1795177,"September 13, 2020",Illinois,Gurnee,"600 block of Creekside Cir",1,0,N/A
1797207,"September 11, 2020","North Carolina","Rocky Mount","700 block of Hammond St",1,0,N/A
1791738,"September 10, 2020",Florida,Miami,"7900 NW 27th Ave",1,0,N/A
1790483,"September 9, 2020","North Carolina",Charlotte,"6000 block of Elgywood Lane",1,0,N/A
1789439,"September 8, 2020",Kansas,Wichita,"700 block of S Sycamore St",1,0,N/A
1788432,"September 7, 2020",Florida,"Panama City Beach","Thomas Dr",1,0,N/A
1787827,"September 7, 2020",Illinois,Chicago,"W 47th St and S Union Ave",1,2,N/A
1786049,"September 5, 2020",Virginia,Emporia,"200 block of Briggs St",1,0,N/A
1791391,"September 5, 2020",California,"Rancho Cucamonga","9049 E 9th St",1,1,N/A
1785726,"September 5, 2020",Florida,Jacksonville,"7800 block of Renault Dr",1,1,N/A
1792705,"September 4, 2020",Illinois,Maywood,"St Charles Rd and S 19th Ave",1,0,N/A
1789848,"September 3, 2020",Georgia,Tifton,"Mosely Ave",1,0,N/A
1784683,"September 3, 2020","North Carolina","Lexington (Yadkin)","Brookstone Cir",1,0,N/A
1783566,"September 2, 2020",Oklahoma,Fairland,"60403 E Hwy 60",1,0,N/A
1783692,"September 2, 2020",Ohio,Cincinnati,"1700 block of Baltimore Ave",1,0,N/A
1782611,"September 2, 2020",Texas,"San Antonio","5100 block of Village Crest",1,0,N/A
1781500,"August 31, 2020",Florida,"Lady Lake","5445 Singletary Rd",1,0,N/A
1782608,"August 30, 2020",Michigan,Detroit,"Rosemary St",1,0,N/A
1779307,"August 29, 2020",Indiana,"South Bend","800 block of E Donald St",1,0,N/A
1783193,"August 29, 2020","South Carolina","Saint Helena Island","Shiney Rd",1,0,N/A
1785041,"August 29, 2020",Arizona,Winslow,"Territorial Rd",1,0,N/A
1778571,"August 29, 2020",Illinois,"Rock Island","1800 2nd Ave",1,5,N/A
1779064,"August 29, 2020",Virginia,"Virginia Beach","1600 Chase Arbor Common",1,0,N/A
1778536,"August 28, 2020",Indiana,Evansville,"3900 block of Vista Dr",1,0,N/A
1778724,"August 28, 2020",Indiana,Indianapolis,"3200 block of N Drexel Ave",1,0,N/A
1777290,"August 26, 2020",Michigan,"Grand Rapids",N/A,1,0,N/A
1783877,"August 24, 2020",California,Anza,"Bautista Canyon Rd and Old Cary Rd",1,0,N/A
1774108,"August 24, 2020",Pennsylvania,Pittsburgh,"100 block of Rhine Pl",1,0,N/A
1773462,"August 23, 2020","New York",Nyack,"100 Nyack Plaza",1,0,N/A
1773671,"August 23, 2020",Kentucky,Lexington,"Centre Pkwy",1,0,N/A
1772339,"August 22, 2020",Florida,Hollywood,"2600 Block of Fletcher Ct",2,0,N/A
1772364,"August 22, 2020",Florida,"Indian Rocks Beach","1214 Bay Pines Blvd",1,0,N/A
1775472,"August 22, 2020",Alaska,Shishmaref,N/A,1,0,N/A
1771427,"August 21, 2020",Florida,Tallahassee,"1412 Alabama St",1,2,N/A
1772221,"August 21, 2020","New Jersey",Trenton,"100 block of Hampton Ave",1,0,N/A
1817395,"August 19, 2020",Colorado,Aurora,"16200 block of E 17th Ave",1,0,N/A
1768031,"August 18, 2020","North Carolina",Charlotte,"7901 Nations Ford Rd",1,1,N/A
1768607,"August 18, 2020",Georgia,Thomson,"300 block of Thomas Ave",1,0,N/A
1767974,"August 18, 2020",Wisconsin,Milwaukee,"700 block of S 31st St",1,0,N/A
1768711,"August 17, 2020",Maine,"New Sharon","Industry Rd",1,0,N/A
1765758,"August 16, 2020",Indiana,"South Bend","1100 block of Rose St",1,0,N/A
1765376,"August 15, 2020",Texas,"San Antonio","535 S Acme Rd",1,0,N/A
1765851,"August 15, 2020","North Carolina",Charlotte,"5350 Reagan Dr",1,0,N/A
1763742,"August 13, 2020",Missouri,"Saint Louis (Northwoods)","3800 block of Melba Pl",1,0,N/A
1763466,"August 13, 2020",Minnesota,"Minneapolis (Brooklyn Park)","5805 73rd Ave N",1,0,N/A
1763717,"August 13, 2020",Alabama,Gadsden,"Hillyer Ave",1,0,N/A
1763278,"August 12, 2020",Virginia,"Virginia Beach","6308 Blakely Square",1,0,N/A
1762990,"August 12, 2020",Ohio,Columbus,"332  N Monroe Ave",1,0,N/A
1763392,"August 12, 2020",Florida,Orlando,"3024 S Rio Grande Ave",1,0,N/A
1761889,"August 11, 2020",Texas,"Universal City","200 Palisades Dr",1,0,N/A
1762019,"August 11, 2020",Iowa,Ottumwa,"700 block of Edwards Dr",1,0,N/A
1762413,"August 11, 2020",Florida,"Hollywood (Miramar)","4076 SW 69th Ave",1,0,N/A
1761693,"August 10, 2020","North Carolina","Winston Salem (Winston-salem)","2600 block of N Claremont Ave",1,0,N/A
1760214,"August 9, 2020",Mississippi,Biloxi,"270 Covenant Square Dr",1,0,N/A
1760178,"August 9, 2020",Missouri,"Kansas City","6800 Zoo Dr",1,0,N/A
1760945,"August 9, 2020",Alabama,"Grove Hill","100 block of S Church St",1,0,N/A
1759908,"August 9, 2020","New York",Brooklyn,"341 Rochester Ave",1,0,N/A
1760345,"August 9, 2020","South Carolina","North Charleston","3300 block of Florida Ave",1,0,N/A
1758600,"August 8, 2020",Ohio,Columbus,"1800 block of Parsons Ave",1,0,N/A
1773283,"August 8, 2020","New Mexico","Mora (Ledoux)",NM-94,1,0,N/A
1760038,"August 8, 2020",Texas,Houston,"3360 Alice St",1,0,N/A
1758589,"August 7, 2020",Ohio,Lorain,"W 20th St and Garden Ave",1,0,N/A
1757373,"August 6, 2020",Connecticut,"New Haven","630 Howard Ave",1,0,N/A
1757366,"August 6, 2020",Kansas,"Kansas City","62nd St and Nebraska Ave",1,0,N/A
1756688,"August 5, 2020",Kansas,Topeka,"1190 SW Gage Blvd",1,0,N/A
1755718,"August 4, 2020",Michigan,Saginaw,"3000 Birch Park Dr",1,0,N/A
1755748,"August 4, 2020",California,Auburn,"1000 block of Redhawk Ln",1,0,N/A
1756742,"August 4, 2020",Texas,"Texas City","4th Ave N",1,0,N/A
1754120,"August 3, 2020",Arkansas,"Little Rock","600 Hardin Rd",1,0,N/A
1754736,"August 3, 2020",Missouri,"Saint Louis","1400 block of Broadlawns Ln",1,0,N/A
1754391,"August 2, 2020",Texas,Houston,"5700 S Loop E Service Rd",1,1,N/A
1753306,"August 1, 2020",Texas,"San Angelo","212 Koberlin St",1,0,N/A
1755752,"August 1, 2020",Florida,"New Port Richey",N/A,1,0,N/A
1752497,"August 1, 2020",Florida,Pensacola,"600 block of N B St",1,0,N/A
1752659,"August 1, 2020",Missouri,Warrensburg,"Grover St and S Charles St",1,2,N/A
1752828,"August 1, 2020",Pennsylvania,Philadelphia,"200 block of Simpson St",1,0,N/A
1751653,"July 31, 2020",Illinois,Chicago,"1900 block of W Granville Ave",1,0,N/A
1752464,"July 31, 2020",Maryland,"Indian Head","100 block of Riverwatch Dr",1,0,N/A
1751677,"July 31, 2020",Illinois,Chicago,"900 block of N Cambridge Ave",1,0,N/A
1752449,"July 31, 2020",Maryland,Columbia,"6600 block of Dovecote Dr",1,0,N/A
1750109,"July 29, 2020",Indiana,Hammond,"3300 block of Craig Dr",1,0,N/A
1748936,"July 28, 2020",Tennessee,Memphis,"4200 block of Arrow Rd",1,0,N/A
1748401,"July 28, 2020",Georgia,Atlanta,"3310 W Manor Ln SW",1,0,N/A
1754541,"July 28, 2020",Hawaii,Kihei,"2201 Piilani Hwy",1,0,N/A
1747443,"July 27, 2020",Arizona,Tucson,"25 W Calle Concordia",1,0,N/A
1747425,"July 26, 2020",Tennessee,Nashville,"500 block of Charles E Davis Blvd",1,0,N/A
1748086,"July 26, 2020",Ohio,"Grand Rapids","17000 block of Wapakoneta Rd",1,0,N/A
1746886,"July 26, 2020",California,"Los Angeles","Hollywood Blvd and N Highland Ave",1,1,N/A
1746495,"July 25, 2020",Florida,Largo,"71000 Ulmerton Rd",1,0,N/A
1746308,"July 25, 2020","South Carolina",Graniteville,"Gentle Bend Ct",1,0,N/A
1745717,"July 25, 2020","New York","Corona (Queens)","21-16 40th Ave",1,0,N/A
1745464,"July 24, 2020",Wisconsin,"Saint Francis","E Lunham Ave and S Kirkwood Ave",1,0,N/A
1750067,"July 24, 2020",Wisconsin,Cudahy,"3700 block of E Lunham Ave",1,0,N/A
1744092,"July 23, 2020",Nebraska,Lincoln,"A St and S 23rd St",1,0,N/A
1742859,"July 22, 2020",Michigan,Warren,"21516 Dequindre Rd",1,0,N/A
1743207,"July 22, 2020","South Carolina",Columbia,"80 Brighton Hill Rd",1,0,N/A
1742862,"July 22, 2020",Colorado,Fountain,"6800 block of Kasson Dr",1,0,N/A
1742026,"July 21, 2020",Wisconsin,Milwaukee,"6600 block of N 105th St",1,0,N/A
1743086,"July 21, 2020",Texas,Longview,"1500 block of W Fairmont St",1,0,N/A
1742213,"July 21, 2020",Illinois,Chicago,"7100 block of S King Dr",1,0,N/A
1740578,"July 20, 2020",Texas,Arlington,"4100 block of Maple Springs Dr",1,1,N/A
1739774,"July 19, 2020",Texas,Austin,"500 W Canyon Ridge Dr",1,0,N/A
1740287,"July 19, 2020",Georgia,Lagrange,"100 block of Meadowland Trail",1,0,N/A
1762731,"July 19, 2020",Nevada,"North Las Vegas",N/A,1,0,N/A
1797403,"July 19, 2020",Nevada,"North Las Vegas",N/A,1,0,N/A
1740188,"July 19, 2020",Florida,"Delray Beach","300 Block of SW 10th Ave",1,0,N/A
1738740,"July 18, 2020","South Carolina","North Charleston","4755 Saul White Blvd",1,4,N/A
1741056,"July 18, 2020","North Carolina","High Point","600 block of Scientific St",1,0,N/A
1739313,"July 18, 2020",Louisiana,"Baton Rouge","5800 block of W Rio Dr",1,0,N/A
1737194,"July 16, 2020",Colorado,"Commerce City","7800 block of Jasmine Dr",1,0,N/A
1737445,"July 16, 2020",Texas,"San Antonio","11000 block of Lands Pond",1,0,N/A
1736410,"July 15, 2020",Alabama,Birmingham,"1400 block of 24th St N",1,0,N/A
1736040,"July 15, 2020",Missouri,"Saint Louis","5000 block of S Broadway",1,0,N/A
1735515,"July 14, 2020",Georgia,Rochelle,"151 C Alley Ave",1,0,N/A
1735198,"July 14, 2020",Virginia,Richmond,"8300 block of Hull Street Rd",1,0,N/A
1734950,"July 13, 2020",Colorado,Aurora,"15400 E Evans Ave",1,0,N/A
1733402,"July 13, 2020","North Carolina","Winston Salem (Winston-salem)","1800 block of Gray Ave",1,0,N/A
1734128,"July 13, 2020",Washington,Bothell,"9900 block of NE 180th St",1,1,N/A
1733173,"July 13, 2020",Oklahoma,"Oklahoma City (Del City)","SE 44th St and S Bryant Ave",1,0,N/A
1734779,"July 12, 2020",Illinois,Tilton,"1525 Georgetown Rd",1,0,N/A
1731769,"July 11, 2020",Kentucky,Louisville,"2000 block of S 28th St",1,0,N/A
1731916,"July 11, 2020",Michigan,Detroit,"11300 block of Cheyenne St",1,0,N/A
1733626,"July 11, 2020",Tennessee,Bristol,"Meadow View Rd",1,0,N/A
1731989,"July 10, 2020",Ohio,Dayton,"100 block of Gunckel Ave",1,1,N/A
1730863,"July 9, 2020",Utah,"Saint George","600 N and 2450 E",1,0,N/A
1737797,"July 8, 2020","New Mexico",Roswell,N/A,1,0,N/A
1730696,"July 8, 2020",Texas,Houston,"1620 Enclave Pkwy",1,0,N/A
1727368,"July 6, 2020",Texas,"Fort Worth (Everman)","1725 Everman Pkwy",1,0,N/A
1727313,"July 6, 2020",Michigan,Flint,"1700 block of Dort Hwy",1,0,N/A
1728196,"July 6, 2020",Mississippi,Jackson,"Dr Robert Smith Sr Pkwy",1,0,N/A
1725904,"July 5, 2020",Pennsylvania,Philadelphia,"4600 block of Kendrick St",1,0,N/A
1726758,"July 5, 2020",Indiana,Evansville,"1100 block of Powell Ave",1,0,N/A
1726663,"July 5, 2020",Georgia,Atlanta,"1192 Pryor Rd",1,2,N/A
1724885,"July 4, 2020",Louisiana,"Baton Rouge","600 block of N Fuller Pl",1,0,N/A
1728179,"July 4, 2020",Washington,"Camano Island","Finney Cumberland Rd",1,0,N/A
1725791,"July 4, 2020","North Carolina",Durham,"500 block of Burlington Ave",1,0,N/A
1725006,"July 4, 2020","District of Columbia",Washington,"1400 block of Cedar St SE",1,0,N/A
1724737,"July 4, 2020",Illinois,Chicago,"152 N Latrobe Ave",1,1,N/A
1725050,"July 4, 2020",Nebraska,Lincoln,"2701 S 40th St",1,0,N/A
1724597,"July 4, 2020",Texas,Pharr,"102 Every Way",1,0,N/A
1723897,"July 3, 2020",Alabama,"Birmingham (Hoover)","2000 Riverchase Galleria",1,3,N/A
1723513,"July 2, 2020",Tennessee,Hendersonville,"3199 Long Hollow Pike",1,0,N/A
1722608,"July 2, 2020",Florida,"Fort Lauderdale","1500 block of NW Second Ave",1,0,N/A
1721676,"July 1, 2020",Minnesota,"Saint Paul","1537 University Ave W",1,0,N/A
1722444,"July 1, 2020",Illinois,Chicago,"10609 S Oglesby Ave",1,0,N/A
1722620,"July 1, 2020",Georgia,Macon,"180 Hidden Lakes Ct",1,0,N/A
1721372,"June 30, 2020","West Virginia",Elkview,"Deer Run Rd",1,0,N/A
1721720,"June 30, 2020",Florida,"Palm Bay","Washington St",1,0,N/A
1719922,"June 29, 2020",Virginia,Chesterfield,"17300 block of Genito Rd",1,0,N/A
1719521,"June 28, 2020",Texas,"Fort Worth","1400 N Main St",1,0,N/A
1719070,"June 27, 2020",Florida,"Ormond Beach","1869 Fairland Rd",1,0,N/A
1718981,"June 27, 2020",Illinois,Chicago,"3500 block of W Dickens Ave",1,0,N/A
1719224,"June 27, 2020",Alabama,Tuscaloosa,"3rd St E and 24th Ave E",1,2,N/A
1718645,"June 26, 2020","West Virginia",Cottageville,N/A,1,1,N/A
1718444,"June 26, 2020",Missouri,"Saint Louis (Berkeley)","Jefferson Ave and Airport Rd",1,0,N/A
1719472,"June 26, 2020",Ohio,Springboro,"30 block of Royal Dr",1,0,N/A
1717210,"June 25, 2020",Georgia,Atlanta,"Meadow Park Dr",1,0,N/A
1716772,"June 24, 2020",Florida,Tallahassee,"Pullen Rd",1,0,N/A
1715227,"June 23, 2020","North Carolina",Durham,"2600 block of Holloway St",1,0,N/A
1712670,"June 21, 2020",Arizona,Phoenix,"1737 W Desert Cove Ave",1,0,N/A
1713690,"June 21, 2020",Ohio,Columbus,"793 Canonby Pl",1,1,N/A
1712143,"June 20, 2020",Ohio,Lima,"1200 block of Virginia Ave",1,0,N/A
1711008,"June 20, 2020","New York","New York (Manhattan)","635 E 12th St",1,0,N/A
1711272,"June 20, 2020",Michigan,Saginaw,"Livingston Dr and Tausend St",1,3,N/A
1710081,"June 19, 2020",Iowa,Kalona,N/A,1,0,N/A
1709255,"June 18, 2020",Mississippi,Jackson,"2010 Chadwick Dr",1,0,N/A
1708789,"June 18, 2020",Indiana,"South Bend","626 Leland Ave",1,0,N/A
1709730,"June 18, 2020",Florida,"Palm Harbor",N/A,1,0,N/A
1711149,"June 18, 2020",Texas,"El Paso","700 block of Ascension Rd",1,0,N/A
1708771,"June 17, 2020",Georgia,Atlanta,"2600 block of Fox Hall Ln S",1,0,N/A
1710590,"June 17, 2020",Mississippi,Guntown,"444 Birmingham Ridge Rd",1,0,N/A
1706994,"June 16, 2020",Iowa,"Fort Dodge","900 block of 10th Ave SW",2,2,N/A
1708053,"June 16, 2020",Michigan,Detroit,"12800 block of Mettetal St",1,0,N/A
1706703,"June 16, 2020",Indiana,Munster,"901 Macarthur Blvd",2,0,N/A
1707253,"June 16, 2020",Illinois,Chicago,"7600 block of N Marshfield Ave",1,1,N/A
1707413,"June 16, 2020",Texas,Houston,"4732 Clover St",1,0,N/A
1706543,"June 15, 2020",Florida,Jacksonville,"127 East 43rd St",1,0,N/A
1705213,"June 14, 2020",Louisiana,Raceland,"Saint Louis St",2,0,N/A
1705419,"June 14, 2020",Kansas,"Junction City","Clarks Creek Rd",1,0,N/A
1703413,"June 11, 2020",Indiana,"New Albany","Cross Creek Blvd",1,0,N/A
1701717,"June 9, 2020","North Carolina",Burgaw,N/A,1,0,N/A
1702223,"June 9, 2020",Ohio,Cleveland,"Heidtman Pkwy",1,0,N/A
1701008,"June 8, 2020",Texas,Lubbock,"1700 block of 22nd St",1,0,N/A
1699231,"June 6, 2020",Alabama,Tuscaloosa,"613 James I Harrison Jr Pkwy",1,0,N/A
1699759,"June 6, 2020",Tennessee,Memphis,"Edmondshire Ct",1,0,N/A
1698779,"June 6, 2020",Alabama,Birmingham,"6800 block of 1st Ave N",1,0,N/A
1699338,"June 5, 2020",Illinois,Belleville,"50 block of Kansas Ave",1,0,N/A
1698223,"June 5, 2020",Alabama,Birmingham,"17th St SW and Jefferson Ave",1,0,N/A
1696520,"June 3, 2020",Utah,Kamas,"3800 UT-248",1,0,N/A
1696153,"June 2, 2020",Massachusetts,Holliston,"100 Kuniholm Dr",1,0,N/A
1694769,"June 1, 2020",Ohio,Cleveland,"3100 block of E 94th St",1,0,N/A
1695493,"June 1, 2020",Kentucky,Beattyville,"Fox Hollow Rd",1,0,N/A
1694270,"May 31, 2020",Mississippi,Jackson,"4600 block of W Northside Dr",1,0,N/A
1691586,"May 29, 2020",Texas,"Missouri City","3900 block of Chestnut Bend",1,0,N/A
1690458,"May 27, 2020",Nevada,"Las Vegas","600 block of McKnight St",1,0,N/A
1691205,"May 27, 2020",Texas,Amarillo,"3900 block of Paradise Ave",1,0,N/A
1692235,"May 27, 2020",Georgia,Austell,"Mesa Valley Way",1,0,N/A
1689331,"May 26, 2020",Pennsylvania,Philadelphia,"5900 block of N 20th St",1,0,N/A
1689086,"May 25, 2020","North Carolina","North Wilkesboro","1007 6th St",1,0,N/A
1688194,"May 25, 2020",Texas,"San Antonio","1415 Avant Ave",1,0,N/A
1687467,"May 24, 2020",Tennessee,Memphis,"436 Cambridge Ave",1,0,N/A
1688148,"May 24, 2020",Alabama,Morris,"8005 Triple Creek Cir",1,0,N/A
1686791,"May 23, 2020",Missouri,"Saint Louis","3900 block of Evans Ave",1,0,N/A
1687191,"May 23, 2020",Iowa,"Des Moines","1100 block of 17th St",1,0,N/A
1687075,"May 22, 2020",Indiana,Bloomington,"3100 block of S Leonard Springs Rd",1,0,N/A
1684673,"May 20, 2020",Illinois,Peoria,"2300 block of N Maryland St",1,0,N/A
1684263,"May 20, 2020","West Virginia",Huntington,"1000 block of 22nd St",1,0,N/A
1684670,"May 18, 2020",Florida,Miami,"2721 SW 20th St",1,0,N/A
1684691,"May 18, 2020",Georgia,Riverdale,"500 block of Ashworth Dr",1,0,N/A
1682432,"May 17, 2020",Michigan,Flint,"2200 block of Cadillac St",1,0,N/A
1681915,"May 17, 2020",Ohio,Cincinnati,"4800 block of Hawaiian Ter",1,0,N/A
1681458,"May 16, 2020",Illinois,Chicago,"50 block of S Leamington Ave",1,0,N/A
1681289,"May 16, 2020",Tennessee,Memphis,"4068 Knob Dr",1,0,N/A
1681451,"May 16, 2020",Indiana,Gary,"2700 block of Pierce St",1,0,N/A
1681557,"May 16, 2020",Georgia,White,"Chitwood Cove Rd",1,0,N/A
1683808,"May 16, 2020","South Carolina",Abbeville,N/A,1,0,N/A
1682002,"May 16, 2020",Arizona,Phoenix,"2470 W Charlotte Dr",1,0,N/A
1803039,"May 15, 2020",Kansas,"Kansas City","6300 Oak Grove Rd",1,0,N/A
1680189,"May 15, 2020",Florida,Jacksonville,"3000 block of W 18th St",1,0,N/A
1682808,"May 15, 2020",Alabama,Selma,"2800 block of Bragg St",1,0,N/A
1682456,"May 14, 2020",Florida,Sebring,"Cadagua Dr",1,0,N/A
1679922,"May 14, 2020",Missouri,"Saint Louis","4000 block of Peck St",1,0,N/A
1677795,"May 12, 2020",Florida,Miami,"7843 NE 10th Ave",1,0,N/A
1685388,"May 12, 2020",Ohio,Cleveland,"4100 block of E 143rd St",1,0,N/A
1683782,"May 10, 2020",Oregon,"The Dalles","Snipes St",1,0,N/A
1675981,"May 9, 2020",Texas,Mesquite,"Gillette Dr and Avis St",1,0,N/A
1675847,"May 9, 2020",Texas,Arlington,"2500 block of Forest Point Dr",1,0,N/A
1676220,"May 9, 2020",Alabama,Birmingham,"1221 Gulfport St",1,0,N/A
1675912,"May 9, 2020",Florida,"Saint Petersburg","3738 18th Terrace S",1,0,N/A
1676223,"May 9, 2020",Georgia,Griffin,"608 Hammock St",1,0,N/A
